sd_multiplier,stop_loss_factor,stop_rate,total_pnl,avg_trade_return_pct,win_rate,max_drawdown,sharpe_ratio,worst_trade_pnl,tail_loss_5pct,return_on_capital,num_trades
1.3,1.9,0.009554140127388535,1110.6022646358954,-4.739044914923411e-05,0.8694267515923567,-4659.355573380037,-0.043073199854289854,-3562.990229943518,-366.8484465189824,7.960850020327833e-05,314
1.3,2.0,0.009554140127388535,1110.6022646358954,-4.739044914923411e-05,0.8694267515923567,-4659.355573380037,-0.043073199854289854,-3562.990229943518,-366.8484465189824,7.960850020327833e-05,314
1.5,0.5,0.43312101910828027,1567.7921322615962,8.167509465489443e-05,0.7388535031847133,-1596.912218157083,0.2093762091245595,-914.5979506330137,-125.84152743104664,0.00011286875340246474,314
1.5,0.6,0.31210191082802546,1994.1814680000723,0.00010949320891730062,0.7707006369426752,-1628.3223894685998,0.27275422841406943,-914.5979506330137,-162.15306309801653,0.00014356544577550482,314
1.5,0.7,0.21656050955414013,2375.210545995408,0.00012457379944354034,0.8089171974522293,-1420.18724466072,0.28725843989945526,-914.5979506330137,-177.29336496597583,0.00017099655488649775,314
1.5,0.8,0.16560509554140126,2716.023327894831,0.0001489358634119011,0.8152866242038217,-1420.18724466072,0.3391678267194226,-914.5979506330137,-185.671971694847,0.00019553240568268953,314
1.5,0.9,0.11464968152866242,3106.4255333798187,0.00017301962776645246,0.8598726114649682,-1815.3567663304566,0.3829958547463552,-914.5979506330137,-220.29341167781146,0.0002236383065555937,314
1.5,1.0,0.08917197452229299,2265.0597342473434,7.950775584494171e-05,0.8789808917197452,-2225.329225891137,0.14419904424988586,-1116.1508426645971,-249.50525467145965,0.00016306655922416514,314
1.5,1.1,0.06369426751592357,3216.720313032214,0.00015866932658441856,0.9012738853503185,-2189.8229848918672,0.28857485254299253,-1116.1508426645971,-282.5678719246833,0.00023157866677937382,314
1.5,1.2,0.03821656050955414,7.5320497655892495,-0.00010235659551725538,0.910828025477707,-4029.9912761707224,-0.11099538642666837,-3300.243345349907,-298.9947067933058,5.422485864762173e-07,314
1.5,1.3,0.022292993630573247,-17.77652747327727,-0.0001093017429578012,0.9171974522292994,-4297.683618262835,-0.11749969008821459,-3300.243345349907,-280.4943529241395,-1.279770739019558e-06,314
1.5,1.4,0.012738853503184714,-305.59870934784306,-0.00012690594406813957,0.9203821656050956,-4522.336986045304,-0.13456258065809762,-3300.243345349907,-249.1186139311773,-2.200071339542728e-05,314
1.5,1.5,0.009554140127388535,420.64729682190216,-8.783693444031288e-05,0.9203821656050956,-4014.6201846638296,-0.09366452521071075,-3300.243345349907,-231.55427704200886,3.028331054698944e-05,314
1.5,1.6,0.009554140127388535,420.64729682190216,-8.783693444031288e-05,0.9203821656050956,-4014.6201846638296,-0.09366452521071075,-3300.243345349907,-231.55427704200886,3.028331054698944e-05,314
1.5,1.7,0.009554140127388535,420.64729682190216,-8.783693444031288e-05,0.9203821656050956,-4014.6201846638296,-0.09366452521071075,-3300.243345349907,-231.55427704200886,3.028331054698944e-05,314
1.5,1.8,0.006369426751592357,802.3649496045409,-4.8622053324364784e-05,0.9203821656050956,-4014.6201846638296,-0.05291844457023171,-3300.243345349907,-231.55427704200886,5.776399164923551e-05,314
